nohup: ignoring input
Using device: cpu
Architecture: 8 concrete rules → 4 abstract rules
Architecture: 8 concrete rules → 4 abstract rules
======================================================================
LOGIC EXPERIMENTS 2: Hierarchical Architecture
- Layer 1: 8 concrete pattern detectors (forced constants)
- Layer 2: 4 abstract rules with variables (compose L1)
- Learning rate: 0.001
- Target network sync every 50 episodes
======================================================================
Episode    50 | Reward:  -9.943 | Epsilon: 0.7783
Episode 508350 | Reward:  -8.644 | Epsilon: 0.0100 | Loss: 66.2319
Episode 508400 | Reward:  -3.992 | Epsilon: 0.0100 | Loss: 62.2899
Episode 508450 | Reward:  -5.045 | Epsilon: 0.0100 | Loss: 52.8743
Episode 508500 | Reward:  -7.211 | Epsilon: 0.0100 | Loss: 51.4049
Episode 508550 | Reward:  -6.644 | Epsilon: 0.0100 | Loss: 57.1163
Episode 508600 | Reward:  -7.842 | Epsilon: 0.0100 | Loss: 51.4225
Episode 508650 | Reward:  -4.187 | Epsilon: 0.0100 | Loss: 45.3455
Episode 508700 | Reward:  -3.202 | Epsilon: 0.0100 | Loss: 46.4796
Episode 508750 | Reward:  -7.188 | Epsilon: 0.0100 | Loss: 82.0581
Episode 508800 | Reward:  -4.975 | Epsilon: 0.0100 | Loss: 61.0924
Episode 508850 | Reward:  -3.221 | Epsilon: 0.0100 | Loss: 85.4731
Episode 508900 | Reward:  -2.601 | Epsilon: 0.0100 | Loss: 39.8120
Episode 508950 | Reward:  -6.872 | Epsilon: 0.0100 | Loss: 52.2187
Episode 509000 | Reward:  -5.048 | Epsilon: 0.0100 | Loss: 79.4703
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:31).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:31)
Episode 509050 | Reward:  -2.655 | Epsilon: 0.0100 | Loss: 78.5041
Episode 509100 | Reward:  -5.118 | Epsilon: 0.0100 | Loss: 24.4684
Episode 509150 | Reward:  -4.107 | Epsilon: 0.0100 | Loss: 33.4104
Episode 509200 | Reward:  -5.666 | Epsilon: 0.0100 | Loss: 36.8341
Episode 509250 | Reward:  -8.861 | Epsilon: 0.0100 | Loss: 82.7452
Episode 509300 | Reward: -11.304 | Epsilon: 0.0100 | Loss: 52.7176
Episode 509350 | Reward:  -8.149 | Epsilon: 0.0100 | Loss: 29.7459
Episode 509400 | Reward:  -8.928 | Epsilon: 0.0100 | Loss: 89.1516
Episode 509450 | Reward:  -6.843 | Epsilon: 0.0100 | Loss: 40.3467
Episode 509500 | Reward:  -3.930 | Epsilon: 0.0100 | Loss: 47.5023
Episode 509550 | Reward:  -7.560 | Epsilon: 0.0100 | Loss: 74.2746
Episode 509600 | Reward:  -8.569 | Epsilon: 0.0100 | Loss: 45.1463
Episode 509650 | Reward:  -3.399 | Epsilon: 0.0100 | Loss: 55.1335
Episode 509700 | Reward:  -1.650 | Epsilon: 0.0100 | Loss: 67.8416
Episode 509750 | Reward:  -1.306 | Epsilon: 0.0100 | Loss: 81.1800
Episode 509800 | Reward:  -6.146 | Epsilon: 0.0100 | Loss: 63.4996
Episode 509850 | Reward:  -5.276 | Epsilon: 0.0100 | Loss: 46.7455
Episode 509900 | Reward:  -3.310 | Epsilon: 0.0100 | Loss: 56.9100
Episode 509950 | Reward:  -4.330 | Epsilon: 0.0100 | Loss: 45.1587
Episode 510000 | Reward: -10.758 | Epsilon: 0.0100 | Loss: 40.6257
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:32).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:32)
Episode 510050 | Reward:  -7.342 | Epsilon: 0.0100 | Loss: 46.6891
Episode 510100 | Reward:  -3.995 | Epsilon: 0.0100 | Loss: 65.4024
Episode 510150 | Reward:  -7.970 | Epsilon: 0.0100 | Loss: 37.7521
Episode 510200 | Reward:  -6.295 | Epsilon: 0.0100 | Loss: 61.7902
Episode 510250 | Reward:  -3.430 | Epsilon: 0.0100 | Loss: 61.2014
Episode 510300 | Reward:   0.200 | Epsilon: 0.0100 | Loss: 48.4581
Episode 510350 | Reward:  -5.806 | Epsilon: 0.0100 | Loss: 59.6288
Episode 510400 | Reward:  -0.422 | Epsilon: 0.0100 | Loss: 75.3155
Episode 510450 | Reward:  -1.536 | Epsilon: 0.0100 | Loss: 39.8795
Episode 510500 | Reward:  -3.681 | Epsilon: 0.0100 | Loss: 63.5170
Episode 510550 | Reward:  -5.230 | Epsilon: 0.0100 | Loss: 49.1811
Episode 510600 | Reward:  -5.370 | Epsilon: 0.0100 | Loss: 80.4775
Episode 510650 | Reward:  -5.217 | Epsilon: 0.0100 | Loss: 56.8979
Episode 510700 | Reward:  -6.875 | Epsilon: 0.0100 | Loss: 88.3913
Episode 510750 | Reward:  -4.376 | Epsilon: 0.0100 | Loss: 84.7146
Episode 510800 | Reward:  -7.170 | Epsilon: 0.0100 | Loss: 46.2542
Episode 510850 | Reward:  -5.206 | Epsilon: 0.0100 | Loss: 45.7378
Episode 510900 | Reward:  -5.607 | Epsilon: 0.0100 | Loss: 91.8037
Episode 510950 | Reward:  -4.691 | Epsilon: 0.0100 | Loss: 63.8409
Episode 511000 | Reward:  -2.852 | Epsilon: 0.0100 | Loss: 85.3816
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:34).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:34)
Episode 511050 | Reward:  -2.819 | Epsilon: 0.0100 | Loss: 63.2883
Episode 511100 | Reward:  -2.151 | Epsilon: 0.0100 | Loss: 81.5012
Episode 511150 | Reward:  -6.600 | Epsilon: 0.0100 | Loss: 57.2355
Episode 511200 | Reward:  -4.979 | Epsilon: 0.0100 | Loss: 55.4822
Episode 511250 | Reward:  -6.781 | Epsilon: 0.0100 | Loss: 53.2163
Episode 511300 | Reward:  -6.942 | Epsilon: 0.0100 | Loss: 64.6116
Episode 511350 | Reward:  -6.718 | Epsilon: 0.0100 | Loss: 46.0981
Episode 511400 | Reward:  -8.528 | Epsilon: 0.0100 | Loss: 81.3846
Episode 511450 | Reward:  -5.360 | Epsilon: 0.0100 | Loss: 46.5998
Episode 511500 | Reward:  -5.527 | Epsilon: 0.0100 | Loss: 80.2208
Episode 511550 | Reward:  -4.696 | Epsilon: 0.0100 | Loss: 78.8529
Episode 511600 | Reward:  -3.812 | Epsilon: 0.0100 | Loss: 45.9511
Episode 511650 | Reward:  -4.963 | Epsilon: 0.0100 | Loss: 48.8470
Episode 511700 | Reward:  -4.449 | Epsilon: 0.0100 | Loss: 83.9398
Episode 511750 | Reward:  -3.331 | Epsilon: 0.0100 | Loss: 39.3585
Episode 511800 | Reward:  -4.408 | Epsilon: 0.0100 | Loss: 89.7667
Episode 511850 | Reward:  -5.934 | Epsilon: 0.0100 | Loss: 69.3153
Episode 511900 | Reward:  -2.916 | Epsilon: 0.0100 | Loss: 49.0057
Episode 511950 | Reward:  -2.284 | Epsilon: 0.0100 | Loss: 47.7821
Episode 512000 | Reward:  -2.933 | Epsilon: 0.0100 | Loss: 64.9414
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:36).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:36)
Episode 512050 | Reward:  -5.350 | Epsilon: 0.0100 | Loss: 58.5605
Episode 512100 | Reward:  -6.708 | Epsilon: 0.0100 | Loss: 64.2577
Episode 512150 | Reward:  -8.793 | Epsilon: 0.0100 | Loss: 54.9605
Episode 512200 | Reward:  -7.148 | Epsilon: 0.0100 | Loss: 59.7410
Episode 512250 | Reward:  -4.898 | Epsilon: 0.0100 | Loss: 55.5517
Episode 512300 | Reward:  -4.661 | Epsilon: 0.0100 | Loss: 85.5360
Episode 512350 | Reward:  -3.656 | Epsilon: 0.0100 | Loss: 76.5393
Episode 512400 | Reward:  -7.355 | Epsilon: 0.0100 | Loss: 68.6271
Episode 512450 | Reward:  -4.365 | Epsilon: 0.0100 | Loss: 45.8376
Episode 512500 | Reward:  -6.784 | Epsilon: 0.0100 | Loss: 44.1916
Episode 512550 | Reward:  -2.650 | Epsilon: 0.0100 | Loss: 56.3788
Episode 512600 | Reward:  -4.159 | Epsilon: 0.0100 | Loss: 64.5230
Episode 512650 | Reward:  -5.519 | Epsilon: 0.0100 | Loss: 56.2032
Episode 512700 | Reward:  -6.479 | Epsilon: 0.0100 | Loss: 57.5310
Episode 512750 | Reward:  -5.085 | Epsilon: 0.0100 | Loss: 60.3447
Episode 512800 | Reward:  -6.507 | Epsilon: 0.0100 | Loss: 38.6173
Episode 512850 | Reward:  -6.285 | Epsilon: 0.0100 | Loss: 91.9716
Episode 512900 | Reward:  -3.760 | Epsilon: 0.0100 | Loss: 101.1558
Episode 512950 | Reward:   1.427 | Epsilon: 0.0100 | Loss: 62.2182
Episode 513000 | Reward:  -3.924 | Epsilon: 0.0100 | Loss: 74.5759
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:37).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:37)
Episode 513050 | Reward:  -4.815 | Epsilon: 0.0100 | Loss: 53.3047
Episode 513100 | Reward:  -3.219 | Epsilon: 0.0100 | Loss: 69.7867
Episode 513150 | Reward:  -5.545 | Epsilon: 0.0100 | Loss: 66.1729
Episode 513200 | Reward:  -3.941 | Epsilon: 0.0100 | Loss: 52.9071
Episode 513250 | Reward:  -3.806 | Epsilon: 0.0100 | Loss: 80.1310
Episode 513300 | Reward:  -6.821 | Epsilon: 0.0100 | Loss: 66.1349
Episode 513350 | Reward:  -5.439 | Epsilon: 0.0100 | Loss: 46.9836
Episode 513400 | Reward:  -4.970 | Epsilon: 0.0100 | Loss: 51.9909
Episode 513450 | Reward:  -8.939 | Epsilon: 0.0100 | Loss: 56.9979
Episode 513500 | Reward:  -7.004 | Epsilon: 0.0100 | Loss: 61.2636
Episode 513550 | Reward:  -5.452 | Epsilon: 0.0100 | Loss: 44.1102
Episode 513600 | Reward:  -5.801 | Epsilon: 0.0100 | Loss: 97.2926
Episode 513650 | Reward:  -4.144 | Epsilon: 0.0100 | Loss: 54.1926
Episode 513700 | Reward:  -5.831 | Epsilon: 0.0100 | Loss: 43.7721
Episode 513750 | Reward:  -4.388 | Epsilon: 0.0100 | Loss: 58.8576
Episode 513800 | Reward:  -6.556 | Epsilon: 0.0100 | Loss: 69.3131
Episode 513850 | Reward:  -3.944 | Epsilon: 0.0100 | Loss: 82.3927
Episode 513900 | Reward:  -4.599 | Epsilon: 0.0100 | Loss: 72.9367
Episode 513950 | Reward:  -4.577 | Epsilon: 0.0100 | Loss: 47.5925
Episode 514000 | Reward: -10.410 | Epsilon: 0.0100 | Loss: 58.4364
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:39).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:39)
Episode 514050 | Reward:  -5.636 | Epsilon: 0.0100 | Loss: 87.3343
Episode 514100 | Reward:  -1.852 | Epsilon: 0.0100 | Loss: 39.8163
Episode 514150 | Reward:  -2.573 | Epsilon: 0.0100 | Loss: 98.6300
Episode 514200 | Reward:  -3.289 | Epsilon: 0.0100 | Loss: 79.7800
Episode 514250 | Reward:  -1.879 | Epsilon: 0.0100 | Loss: 49.5230
Episode 514300 | Reward:   0.014 | Epsilon: 0.0100 | Loss: 53.2561
Episode 514350 | Reward:   0.537 | Epsilon: 0.0100 | Loss: 55.7412
Episode 514400 | Reward:  -3.205 | Epsilon: 0.0100 | Loss: 71.6258
Episode 514450 | Reward:  -2.700 | Epsilon: 0.0100 | Loss: 44.8363
Episode 514500 | Reward:  -5.648 | Epsilon: 0.0100 | Loss: 46.5264
Episode 514550 | Reward:  -5.287 | Epsilon: 0.0100 | Loss: 43.9682
Episode 514600 | Reward:  -5.190 | Epsilon: 0.0100 | Loss: 71.7881
Episode 514650 | Reward:  -4.761 | Epsilon: 0.0100 | Loss: 56.1492
Episode 514700 | Reward:  -0.955 | Epsilon: 0.0100 | Loss: 46.7233
Episode 514750 | Reward:  -2.221 | Epsilon: 0.0100 | Loss: 37.7745
Episode 514800 | Reward:  -2.056 | Epsilon: 0.0100 | Loss: 52.9216
Episode 514850 | Reward:  -2.832 | Epsilon: 0.0100 | Loss: 84.6624
Episode 514900 | Reward:  -3.212 | Epsilon: 0.0100 | Loss: 56.4847
Episode 514950 | Reward:  -3.086 | Epsilon: 0.0100 | Loss: 59.9403
Episode 515000 | Reward:  -5.240 | Epsilon: 0.0100 | Loss: 63.9838
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:40).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:40)
Episode 515050 | Reward:  -7.459 | Epsilon: 0.0100 | Loss: 72.5174
Episode 515100 | Reward:  -4.650 | Epsilon: 0.0100 | Loss: 66.6880
Episode 515150 | Reward:  -2.483 | Epsilon: 0.0100 | Loss: 103.7917
Episode 515200 | Reward:  -4.156 | Epsilon: 0.0100 | Loss: 52.2031
Episode 515250 | Reward:  -4.905 | Epsilon: 0.0100 | Loss: 77.5005
Episode 515300 | Reward:  -8.818 | Epsilon: 0.0100 | Loss: 49.5377
Episode 515350 | Reward:  -1.842 | Epsilon: 0.0100 | Loss: 63.2164
Episode 515400 | Reward:  -0.630 | Epsilon: 0.0100 | Loss: 67.7749
Episode 515450 | Reward:  -1.065 | Epsilon: 0.0100 | Loss: 64.0121
Episode 515500 | Reward:  -4.051 | Epsilon: 0.0100 | Loss: 67.2136
Episode 515550 | Reward:  -5.353 | Epsilon: 0.0100 | Loss: 51.6643
Episode 515600 | Reward:  -5.646 | Epsilon: 0.0100 | Loss: 64.5767
Episode 515650 | Reward:  -4.719 | Epsilon: 0.0100 | Loss: 69.4216
Episode 515700 | Reward: -11.168 | Epsilon: 0.0100 | Loss: 60.3552
Episode 515750 | Reward:  -6.364 | Epsilon: 0.0100 | Loss: 72.5768
Episode 515800 | Reward:  -4.509 | Epsilon: 0.0100 | Loss: 37.2798
Episode 515850 | Reward:  -6.101 | Epsilon: 0.0100 | Loss: 49.2070
Episode 515900 | Reward:  -5.158 | Epsilon: 0.0100 | Loss: 55.9555
Episode 515950 | Reward:  -4.059 | Epsilon: 0.0100 | Loss: 88.8631
Episode 516000 | Reward:  -3.267 | Epsilon: 0.0100 | Loss: 59.5850
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:42).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:42)
Episode 516050 | Reward:  -3.191 | Epsilon: 0.0100 | Loss: 55.6885
Episode 516100 | Reward:  -5.686 | Epsilon: 0.0100 | Loss: 69.5388
Episode 516150 | Reward:  -4.040 | Epsilon: 0.0100 | Loss: 46.1772
Episode 516200 | Reward:  -4.717 | Epsilon: 0.0100 | Loss: 65.6578
Episode 516250 | Reward:  -8.682 | Epsilon: 0.0100 | Loss: 73.7115
Episode 516300 | Reward:  -4.629 | Epsilon: 0.0100 | Loss: 63.5448
Episode 516350 | Reward:  -3.354 | Epsilon: 0.0100 | Loss: 30.5369
Episode 516400 | Reward:  -3.929 | Epsilon: 0.0100 | Loss: 73.7634
Episode 516450 | Reward:  -1.949 | Epsilon: 0.0100 | Loss: 47.8074
Episode 516500 | Reward:  -6.861 | Epsilon: 0.0100 | Loss: 57.7380
Episode 516550 | Reward:  -4.226 | Epsilon: 0.0100 | Loss: 52.6165
Episode 516600 | Reward:  -1.637 | Epsilon: 0.0100 | Loss: 44.1093
Episode 516650 | Reward:  -6.228 | Epsilon: 0.0100 | Loss: 42.0164
Episode 516700 | Reward:  -5.013 | Epsilon: 0.0100 | Loss: 90.2406
Episode 516750 | Reward: -10.011 | Epsilon: 0.0100 | Loss: 57.4505
Episode 516800 | Reward:  -4.164 | Epsilon: 0.0100 | Loss: 48.9280
Episode 516850 | Reward:  -3.986 | Epsilon: 0.0100 | Loss: 50.9126
Episode 516900 | Reward:  -3.126 | Epsilon: 0.0100 | Loss: 90.9549
Episode 516950 | Reward:  -1.421 | Epsilon: 0.0100 | Loss: 67.0004
Episode 517000 | Reward:  -4.163 | Epsilon: 0.0100 | Loss: 60.0124
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:43).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:43)
Episode 517050 | Reward:  -2.861 | Epsilon: 0.0100 | Loss: 66.5675
Episode 517100 | Reward:  -4.283 | Epsilon: 0.0100 | Loss: 86.4000
Episode 517150 | Reward:  -8.203 | Epsilon: 0.0100 | Loss: 65.7790
Episode 517200 | Reward:  -9.122 | Epsilon: 0.0100 | Loss: 67.9722
Episode 517250 | Reward:  -6.324 | Epsilon: 0.0100 | Loss: 60.0495
Episode 517300 | Reward:  -3.683 | Epsilon: 0.0100 | Loss: 58.5598
Episode 517350 | Reward:  -5.458 | Epsilon: 0.0100 | Loss: 46.5751
Episode 517400 | Reward:  -2.508 | Epsilon: 0.0100 | Loss: 63.0331
Episode 517450 | Reward:  -7.496 | Epsilon: 0.0100 | Loss: 45.3019
Episode 517500 | Reward:  -8.912 | Epsilon: 0.0100 | Loss: 46.1024
Episode 517550 | Reward:  -6.089 | Epsilon: 0.0100 | Loss: 69.0106
Episode 517600 | Reward:  -8.234 | Epsilon: 0.0100 | Loss: 58.4752
Episode 517650 | Reward:  -5.745 | Epsilon: 0.0100 | Loss: 81.3771
Episode 517700 | Reward:  -6.242 | Epsilon: 0.0100 | Loss: 58.4201
Episode 517750 | Reward:  -8.046 | Epsilon: 0.0100 | Loss: 53.9949
Episode 517800 | Reward:  -6.315 | Epsilon: 0.0100 | Loss: 45.4409
Episode 517850 | Reward:  -4.183 | Epsilon: 0.0100 | Loss: 46.2619
Episode 517900 | Reward:  -0.026 | Epsilon: 0.0100 | Loss: 61.3242
Episode 517950 | Reward:  -3.218 | Epsilon: 0.0100 | Loss: 60.9158
Episode 518000 | Reward:  -5.669 | Epsilon: 0.0100 | Loss: 72.4006
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:45).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:45)
Episode 518050 | Reward:  -4.618 | Epsilon: 0.0100 | Loss: 53.1974
Episode 518100 | Reward:  -3.590 | Epsilon: 0.0100 | Loss: 80.6928
Episode 518150 | Reward:  -4.408 | Epsilon: 0.0100 | Loss: 65.2373
Episode 518200 | Reward:  -7.179 | Epsilon: 0.0100 | Loss: 68.5356
Episode 518250 | Reward:  -3.407 | Epsilon: 0.0100 | Loss: 41.2020
Episode 518300 | Reward:  -5.690 | Epsilon: 0.0100 | Loss: 94.3605
Episode 518350 | Reward:  -4.395 | Epsilon: 0.0100 | Loss: 76.3535
Episode 518400 | Reward:  -4.770 | Epsilon: 0.0100 | Loss: 48.4942
Episode 518450 | Reward:  -5.180 | Epsilon: 0.0100 | Loss: 41.8130
Episode 518500 | Reward:  -5.247 | Epsilon: 0.0100 | Loss: 75.0255
Episode 518550 | Reward:  -5.439 | Epsilon: 0.0100 | Loss: 79.8421
Episode 518600 | Reward:  -6.278 | Epsilon: 0.0100 | Loss: 69.5937
Episode 518650 | Reward:  -3.099 | Epsilon: 0.0100 | Loss: 36.0166
Episode 518700 | Reward:  -4.848 | Epsilon: 0.0100 | Loss: 53.5229
Episode 518750 | Reward:  -5.166 | Epsilon: 0.0100 | Loss: 70.5898
Episode 518800 | Reward:  -2.121 | Epsilon: 0.0100 | Loss: 53.3609
Episode 518850 | Reward:  -4.752 | Epsilon: 0.0100 | Loss: 41.2044
Episode 518900 | Reward:  -3.765 | Epsilon: 0.0100 | Loss: 76.9269
Episode 518950 | Reward:  -5.033 | Epsilon: 0.0100 | Loss: 44.4003
Episode 519000 | Reward:  -6.377 | Epsilon: 0.0100 | Loss: 33.1726
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:46).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:46)
Episode 519050 | Reward: -10.219 | Epsilon: 0.0100 | Loss: 69.1794
Episode 519100 | Reward:  -4.453 | Epsilon: 0.0100 | Loss: 32.2925
Episode 519150 | Reward:  -3.730 | Epsilon: 0.0100 | Loss: 61.6113
Episode 519200 | Reward:  -4.910 | Epsilon: 0.0100 | Loss: 55.9761
Episode 519250 | Reward:  -3.464 | Epsilon: 0.0100 | Loss: 52.8400
Episode 519300 | Reward:  -3.472 | Epsilon: 0.0100 | Loss: 58.2568
Episode 519350 | Reward:  -5.830 | Epsilon: 0.0100 | Loss: 63.9316
Episode 519400 | Reward:  -3.715 | Epsilon: 0.0100 | Loss: 73.3565
Episode 519450 | Reward:  -7.166 | Epsilon: 0.0100 | Loss: 86.5547
Episode 519500 | Reward:  -3.114 | Epsilon: 0.0100 | Loss: 66.7106
Episode 519550 | Reward:  -4.804 | Epsilon: 0.0100 | Loss: 101.7722
Episode 519600 | Reward:  -7.137 | Epsilon: 0.0100 | Loss: 54.2020
Episode 519650 | Reward:  -7.930 | Epsilon: 0.0100 | Loss: 73.7539
Episode 519700 | Reward:  -6.520 | Epsilon: 0.0100 | Loss: 53.3471
Episode 519750 | Reward:  -4.620 | Epsilon: 0.0100 | Loss: 56.9306
Episode 519800 | Reward:  -5.267 | Epsilon: 0.0100 | Loss: 64.1746
Episode 519850 | Reward:  -6.204 | Epsilon: 0.0100 | Loss: 86.9763
Episode 519900 | Reward:  -5.645 | Epsilon: 0.0100 | Loss: 45.2366
Episode 519950 | Reward:  -5.027 | Epsilon: 0.0100 | Loss: 79.7305
Episode 520000 | Reward:  -4.017 | Epsilon: 0.0100 | Loss: 77.4538
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:48).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:48)
Episode 520050 | Reward:  -7.079 | Epsilon: 0.0100 | Loss: 82.9612
Episode 520100 | Reward:  -2.698 | Epsilon: 0.0100 | Loss: 39.1670
Episode 520150 | Reward:  -2.819 | Epsilon: 0.0100 | Loss: 52.1610
Episode 520200 | Reward:  -6.946 | Epsilon: 0.0100 | Loss: 90.5004
Episode 520250 | Reward:  -3.206 | Epsilon: 0.0100 | Loss: 41.1391
Episode 520300 | Reward:  -4.009 | Epsilon: 0.0100 | Loss: 54.4328
Episode 520350 | Reward:  -5.341 | Epsilon: 0.0100 | Loss: 42.7521
Episode 520400 | Reward:  -1.002 | Epsilon: 0.0100 | Loss: 57.3068
Episode 520450 | Reward:  -1.872 | Epsilon: 0.0100 | Loss: 59.2796
Episode 520500 | Reward:  -4.758 | Epsilon: 0.0100 | Loss: 48.2084
Episode 520550 | Reward:  -3.577 | Epsilon: 0.0100 | Loss: 54.3064
Episode 520600 | Reward:  -6.681 | Epsilon: 0.0100 | Loss: 67.6652
Episode 520650 | Reward:  -3.210 | Epsilon: 0.0100 | Loss: 72.2717
Episode 520700 | Reward:  -2.168 | Epsilon: 0.0100 | Loss: 58.2033
Episode 520750 | Reward:  -3.591 | Epsilon: 0.0100 | Loss: 73.4931
Episode 520800 | Reward:  -3.972 | Epsilon: 0.0100 | Loss: 69.7016
Episode 520850 | Reward:  -3.470 | Epsilon: 0.0100 | Loss: 61.7082
Episode 520900 | Reward:  -0.563 | Epsilon: 0.0100 | Loss: 39.0790
Episode 520950 | Reward:  -1.301 | Epsilon: 0.0100 | Loss: 39.6432
Episode 521000 | Reward:  -1.836 | Epsilon: 0.0100 | Loss: 79.0259
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:50).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:50)
Episode 521050 | Reward:  -0.560 | Epsilon: 0.0100 | Loss: 57.6957
Episode 521100 | Reward:  -8.378 | Epsilon: 0.0100 | Loss: 41.9536
Episode 521150 | Reward:  -7.902 | Epsilon: 0.0100 | Loss: 45.7423
Episode 521200 | Reward:  -5.332 | Epsilon: 0.0100 | Loss: 51.7288
Episode 521250 | Reward:  -4.125 | Epsilon: 0.0100 | Loss: 74.8162
Episode 521300 | Reward:  -5.133 | Epsilon: 0.0100 | Loss: 59.5195
Episode 521350 | Reward:  -4.942 | Epsilon: 0.0100 | Loss: 58.9059
Episode 521400 | Reward:  -4.184 | Epsilon: 0.0100 | Loss: 47.5142
Episode 521450 | Reward:  -6.198 | Epsilon: 0.0100 | Loss: 62.3594
Episode 521500 | Reward:  -4.389 | Epsilon: 0.0100 | Loss: 41.2233
Episode 521550 | Reward:  -2.860 | Epsilon: 0.0100 | Loss: 48.5591
Episode 521600 | Reward:  -1.244 | Epsilon: 0.0100 | Loss: 51.4586
Episode 521650 | Reward:  -5.375 | Epsilon: 0.0100 | Loss: 65.7173
Episode 521700 | Reward:  -3.229 | Epsilon: 0.0100 | Loss: 71.9863
Episode 521750 | Reward:  -4.192 | Epsilon: 0.0100 | Loss: 50.5021
Episode 521800 | Reward:  -6.552 | Epsilon: 0.0100 | Loss: 45.7099
Episode 521850 | Reward:  -4.333 | Epsilon: 0.0100 | Loss: 46.9820
Episode 521900 | Reward:  -2.168 | Epsilon: 0.0100 | Loss: 56.7916
Episode 521950 | Reward:  -6.804 | Epsilon: 0.0100 | Loss: 63.1649
Episode 522000 | Reward:  -4.247 | Epsilon: 0.0100 | Loss: 58.1438
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:51).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(13:51)
Episode 522050 | Reward:  -8.440 | Epsilon: 0.0100 | Loss: 51.1450
Episode 522100 | Reward:  -8.559 | Epsilon: 0.0100 | Loss: 71.3270
Episode 522150 | Reward:  -7.841 | Epsilon: 0.0100 | Loss: 69.1162
Episode 522200 | Reward:  -4.012 | Epsilon: 0.0100 | Loss: 63.4074
Episode 522250 | Reward:  -6.224 | Epsilon: 0.0100 | Loss: 40.3244
Episode 522300 | Reward:  -8.043 | Epsilon: 0.0100 | Loss: 56.0855
Episode 522350 | Reward:  -7.990 | Epsilon: 0.0100 | Loss: 42.3870
Episode 522400 | Reward:  -2.909 | Epsilon: 0.0100 | Loss: 29.5853
Episode 522450 | Reward:  -0.136 | Epsilon: 0.0100 | Loss: 51.3491
Episode 522500 | Reward:  -2.558 | Epsilon: 0.0100 | Loss: 70.3153
Episode 522550 | Reward:  -2.936 | Epsilon: 0.0100 | Loss: 49.6394
Episode 522600 | Reward:  -1.216 | Epsilon: 0.0100 | Loss: 65.7545
Episode 522650 | Reward:  -2.221 | Epsilon: 0.0100 | Loss: 52.7220
Episode 522700 | Reward:  -2.978 | Epsilon: 0.0100 | Loss: 66.4417
Episode 522750 | Reward:  -1.162 | Epsilon: 0.0100 | Loss: 59.6524
Episode 522800 | Reward:  -0.576 | Epsilon: 0.0100 | Loss: 50.4536
Episode 522850 | Reward:  -4.648 | Epsilon: 0.0100 | Loss: 48.3864
Episode 522900 | Reward:  -6.411 | Epsilon: 0.0100 | Loss: 58.8890
Episode 522950 | Reward:  -2.743 | Epsilon: 0.0100 | Loss: 79.3352
